precision,recall,threshold
0.03502312526278708,0.9996756406097956,0.040001128
0.035023523261892314,0.9996756406097956,0.040028755
0.0350239212700433,0.9996756406097956,0.040032584
0.03502431928724033,0.9996756406097956,0.04003351
0.03502471731348372,0.9996756406097956,0.04003778
0.03502511534877378,0.9996756406097956,0.040072314
0.035025513393110816,0.9996756406097956,0.040102176
0.03502591144649514,0.9996756406097956,0.04011133
0.03502630950892705,0.9996756406097956,0.040121067
0.035026707580406866,0.9996756406097956,0.040125348
0.03502710566093489,0.9996756406097956,0.04013139
0.03502750375051143,0.9996756406097956,0.040165894
0.0350279018491368,0.9996756406097956,0.040237684
0.03502829995681131,0.9996756406097956,0.040256057
0.035028698073535265,0.9996756406097956,0.040273894
0.03502909619930897,0.9996756406097956,0.040294588
0.03502989247800686,0.9996756406097956,0.040300287
0.03503029063093168,0.9996756406097956,0.040326223
0.03503068879290748,0.9996756406097956,0.040345218
0.035031086963934574,0.9996756406097956,0.040395696
0.035031485144013275,0.9996756406097956,0.040399197
0.03503188333314389,0.9996756406097956,0.040415794
0.035032281531326724,0.9996756406097956,0.040433668
0.03503267973856209,0.9996756406097956,0.040441375
0.0350330779548503,0.9996756406097956,0.040443122
0.03503347618019165,0.9996756406097956,0.040444575
0.03503387441458646,0.9996756406097956,0.04047066
0.035034272658035034,0.9996756406097956,0.040470935
0.035034670910537684,0.9996756406097956,0.040476102
0.035035069172094715,0.9996756406097956,0.040533893
0.03503546744270644,0.9996756406097956,0.04058446
0.0350362640110952,0.9996756406097956,0.04058663
0.03503666230887285,0.9996756406097956,0.04060171
0.035037060615706425,0.9996756406097956,0.04061874
0.03503745893159624,0.9996756406097956,0.040632527
0.0350378572565426,0.9996756406097956,0.040643506
0.03503825559054581,0.9996756406097956,0.040656365
0.03503865393360618,0.9996756406097956,0.040667888
0.03503905228572403,0.9996756406097956,0.040669348
0.03503945064689966,0.9996756406097956,0.040671803
0.03503984901713337,0.9996756406097956,0.0406819
0.035040247396425486,0.9996756406097956,0.040693037
0.03504064578477631,0.9996756406097956,0.040723808
0.03504104418218614,0.9996756406097956,0.04077626
0.035041442588655304,0.9996756406097956,0.040794954
0.0350418410041841,0.9996756406097956,0.040798534
0.03504223942877284,0.9996756406097956,0.04090422
0.03504263786242183,0.9996756406097956,0.04090694
0.035043036305131385,0.9996756406097956,0.040908504
0.0350434347569018,0.9996756406097956,0.040927794
0.03504383321773341,0.9996756406097956,0.040934037
0.0350442316876265,0.9996756406097956,0.040955096
0.03504463016658139,0.9996756406097956,0.040989093
0.03504502865459838,0.9996756406097956,0.041006483
0.03504542715167779,0.9996756406097956,0.041032027
0.035046224173025095,0.9996756406097956,0.041034777
